countryCode,etlTable,canonicalName,etlFingerPrint,legalStatus,id
,organisation,"MPDL, Movimiento por la Paz, Spain","MPDL, Movimiento por la Paz, Spain",,23083
,organisation,"NPA, Norwegian People’s Aid","NPA, Norwegian People’s Aid",,23084
,organisation,"Olof Palme International Center, Sweden","Olof Palme International Center, Sweden",,23085
,organisation,"Progetto Sud, Italy","Progetto Sud, Italy",,23086
,organisation,"Progetto Sviluppo, Italy","Progetto Sviluppo, Italy",,23087
,organisation,"Riga Education and Science Workers Trade Union, Latvia","Riga Education and Science Workers Trade Union, Latvia",,23088
,organisation,"SAH, Swiss Labour Assistance , Switzerland","SAH, Swiss Labour Assistance , Switzerland",,23089
,organisation,"SASK, Trade Union Solidarity Centre of Finland","SASK, Trade Union Solidarity Centre of Finland",,23090
,organisation,"Solidaridad Internacional, Spain","Solidaridad Internacional, Spain",,23091
,organisation,"Solidarité Laïque, France","Solidarité Laïque, France",,23092
,organisation,"TSL Workers’ Educational Association, Finland","TSL Workers’ Educational Association, Finland",,23093
,organisation,"UNALG, Union Nationale des Associations Laïques Gestionnaires, France","UNALG, Union Nationale des Associations Laïques Gestionnaires, France",,23094
,organisation,"UNISON, UK","UNISON, UK",,23095
,organisation,"Volkshilfe Österreich Bundesverband, Austria","Volkshilfe Österreich Bundesverband, Austria",,23096
,organisation,"War On Want, UK","War On Want, UK",,23097
,organisation,"Ado Sah Rom, Romania","Ado Sah Rom, Romania",,23098
,organisation,"APHEDA Union Aid Abroad, Australia","APHEDA Union Aid Abroad, Australia",,23099
,organisation,"Banana Link, UK","Banana Link, UK",,23100
,organisation,"COCIS, Italy","COCIS, Italy",,23101
,organisation,"DGB Bildungswerk, Germany","DGB Bildungswerk, Germany",,23102
,organisation,"FEPS, Foundation for European Progressive Studies, Europe","FEPS, Foundation for European Progressive Studies, Europe",,23103
,organisation,"Forum Solidarni Dla Postepu, Poland","Forum Solidarni Dla Postepu, Poland",,23104
,organisation,"IED, Instituto de Estudios para o Desenvolvimento, Portugal","IED, Instituto de Estudios para o Desenvolvimento, Portugal",,23105
,organisation,"ISS, Germany","ISS, Germany",,23106
,organisation,"Narodna Dopomoha, Ukraine","Narodna Dopomoha, Ukraine",,23107
,organisation,"OGB Solidarité Syndicale, Luxembourg","OGB Solidarité Syndicale, Luxembourg",,23108
,organisation,"One World Action, UK","One World Action, UK",,23109
,organisation,"Pour La Solidarité, Belgium","Pour La Solidarité, Belgium",,23110
,organisation,"Rada Pro Mezinarodni Vztahy, Czech Republic","Rada Pro Mezinarodni Vztahy, Czech Republic",,23111
,organisation,"Samaritan International, International","Samaritan International, International",,23112
,organisation,SOS Malta,"SOS Malta, Malta",,23113
,organisation,Swedish Society for Nature Conservation,Swedish Society for Nature Conservation,,23114
,organisation,Nature and Youth Sweden,Nature and Youth Sweden,,23115
,organisation,Friends of the Earth Sweden,Friends of the Earth Sweden,,23116
,organisation,WWF Sweden,WWF Sweden,,23117
,organisation,"ARGUS, Austria","ARGUS, Austria",,23118
,organisation,"IG- Fahrrad, Austria","IG- Fahrrad, Austria",,23119
,organisation,"Fietsersbond vzw, Belgium","Fietsersbond vzw, Belgium",,23120
,organisation,"GRACQ asbl, Belgium","GRACQ asbl, Belgium",,23121
,organisation,Green Tour Bosnia & Hercegovina,Green Tour Bosnia & Hercegovina,,23122
,organisation,Bulgarian Cyclists' Association,Bulgarian Cyclists' Association,,23123
,organisation,"Udruga BICIKL, Croatia","Udruga BICIKL, Croatia",,23124
,organisation,"Podilatokinisi Club, Cyprus","Podilatokinisi Club, Cyprus",,23125
,organisation,"Cyklo Klub Kučera Znoijmo, CZ","Cyklo Klub Kučera Znoijmo, CZ",,23126
,organisation,"DCF Dansk Cyklist Forbund, Denmark","DCF Dansk Cyklist Forbund, Denmark",,23127
,organisation,"Foreningen Frie Fugle, Denmark","Foreningen Frie Fugle, Denmark",,23128
,organisation,"Vänta Aga, Estonia","Vänta Aga, Estonia",,23129
,organisation,"Helsingin Polkupyöräilijät (HePo), Finland","Helsingin Polkupyöräilijät (HePo), Finland",,23130
,organisation,"""AF3V  Association Francaise des Véloroutes et Voies Vertes, France","""AF3V  Association Francaise des Véloroutes et Voies Vertes, France",,23131
,organisation,"""FUBicy des Usagers de la Bicyclette, France","""FUBicy des Usagers de la Bicyclette, France",,23132
,organisation,"ADFC, Germany","ADFC, Germany",,23133
,organisation,"Filoi tou podèlatou, Greece","Filoi tou podèlatou, Greece",,23134
,organisation,"Magyar Kerékpáros- Klub, Hungary","Magyar Kerékpáros- Klub, Hungary",,23135
,organisation,"LHM, Landssamtök hjólreidamanna, Iceland","LHM, Landssamtök hjólreidamanna, Iceland",,23136
,organisation,"Dublin Cycling Campaign, Ireland","Dublin Cycling Campaign, Ireland",,23137
,organisation,"""FIAB Federazione Italiana Amici della Bicicletta, Italy","""FIAB Federazione Italiana Amici della Bicicletta, Italy",,23138
,organisation,"Latvijas Velocelojumu Informacijas Centre, Latvia","Latvijas Velocelojumu Informacijas Centre, Latvia",,23139
,organisation,"Lithuanian Cyclists' Community, Lithuania","Lithuanian Cyclists' Community, Lithuania",,23140
,organisation,"LVI, Letzebuerger Velos-Initiativ, Luxembourg","LVI, Letzebuerger Velos-Initiativ, Luxembourg",,23141
,organisation,"Fietsersbond, The Netherlands","Fietsersbond, The Netherlands",,23142
,organisation,"SLF Syklistenes Landsforening, Norway","SLF Syklistenes Landsforening, Norway",,23143
,organisation,"MUBi - association for the urban mobility on bicycle, Portugal","MUBi - association for the urban mobility on bicycle, Portugal",,23144
,organisation,"FPCUB, Portugal","FPCUB, Portugal",,23145
,organisation,Federatia Biciclistilor Din Romania,Federatia Biciclistilor Din Romania,,23146
,organisation,Russian Cycle Touring Club,Russian Cycle Touring Club,,23147
,organisation,Bicycle Transportation Union,Bicycle Transportation Union,,23148
,organisation,Yugo Cycling Campaign,Yugo Cycling Campaign,,23149
,organisation,"Slovenský Cykloklub, Slovakia","Slovenský Cykloklub, Slovakia",,23150
,organisation,"Slovenska Kolesarska mreza, Slovenia","Slovenska Kolesarska mreza, Slovenia",,23151
,organisation,"Coordinadora Catalana d'Usuaris de la Bicicleta, Spain","Coordinadora Catalana d'Usuaris de la Bicicleta, Spain",,23152
,organisation,"A Contramano, Spain","A Contramano, Spain",,23153
,organisation,"Cykelfrämjandet, Sweden","Cykelfrämjandet, Sweden",,23154
,organisation,"Pro Velo Schweiz, Switzerland","Pro Velo Schweiz, Switzerland",,23155
,organisation,"Bisikletliler Dernegii, Turkey","Bisikletliler Dernegii, Turkey",,23156
,organisation,"Kyiv Cyclists' Association, Ukraine","Kyiv Cyclists' Association, Ukraine",,23157
,organisation,"Ukrainian Cycling Association, Ukraine","Ukrainian Cycling Association, Ukraine",,23158
,organisation,"CCN Cycle Campaign Network, UK","CCN Cycle Campaign Network, UK",,23159
,organisation,"CTC Cyclists' Touring Club, UK","CTC Cyclists' Touring Club, UK",,23160
,organisation,"Pro Vélo asbl, Belgium","Pro Vélo asbl, Belgium",,23161
,organisation,"T & E, Belgium","T & E, Belgium",,23162
,organisation,"Toerisme Vlaanderen, Belgium","Toerisme Vlaanderen, Belgium",,23163
,organisation,"Vélo Québec, Canada","Vélo Québec, Canada",,23164
,organisation,"Cyprus Tourism Organisation, Cyprus","Cyprus Tourism Organisation, Cyprus",,23165
,organisation,"Nadace Partnerstvi Czech Environmental Partnership Foundation, CZ","Nadace Partnerstvi Czech Environmental Partnership Foundation, CZ",,23166
,organisation,"Copenhagenize Consulting, Denmark","Copenhagenize Consulting, Denmark",,23167
,organisation,"Network of Finish Cycling Municipalities, Finland","Network of Finish Cycling Municipalities, Finland",,23168
,organisation,"Départements & Régions cyclables, France","Départements & Régions cyclables, France",,23169
,organisation,"Cycling Hungary Alliance, Hungary","Cycling Hungary Alliance, Hungary",,23170
,organisation,"Israel Bicycle Association--Yisrael Bishvil Ofanayim, Israel","Israel Bicycle Association--Yisrael Bishvil Ofanayim, Israel",,23171
,organisation,"I-CE Interface for Cycling Expertise, Netherlands","I-CE Interface for Cycling Expertise, Netherlands",,23172
,organisation,"Stichting Landelijk Fietsplatform, Netherlands","Stichting Landelijk Fietsplatform, Netherlands",,23173
,organisation,"Polish Environmental Partnership Foundation, Poland","Polish Environmental Partnership Foundation, Poland",,23174
,organisation,"Pomeranian Association Common Europe (PSWE), Poland","Pomeranian Association Common Europe (PSWE), Poland",,23175
,organisation,VeloPoland Foundation,VeloPoland Foundation,,23176
,organisation,"Ekopolis Foundation, Slovakia","Ekopolis Foundation, Slovakia",,23177
,organisation,"European Greenways Association, Spain","European Greenways Association, Spain",,23178
,organisation,"Svensk Cykling, Sweden","Svensk Cykling, Sweden",,23179
,organisation,"Verkehrs-Club der Schweiz VCS, Switzerland","Verkehrs-Club der Schweiz VCS, Switzerland",,23180
,organisation,"Sustrans National Cycle Network Centre, UK","Sustrans National Cycle Network Centre, UK",,23181
,organisation,"OneStreet, USA","OneStreet, USA",,23182
,organisation,"Alliance for Biking and Walking, USA","Alliance for Biking and Walking, USA",,23183
,organisation,INSPAD,INSPAD,,23184
,organisation,Islamic Help,Islamic Help,,23185
,organisation,ACA-M Portugal,ACA-M Portugal,,23186
,organisation,APPER Belgium,APPER Belgium,,23187
,organisation,AIFVS Italy,AIFVS Italy,,23188
,organisation,AVR Luxemburg,AVR Luxemburg,,23189
,organisation,AVAC Romania,AVAC Romania,,23190
,organisation,Road and Safety Org.Poland,Road and Safety Org.Poland,,23191
,organisation,Esperanza France,Esperanza France,,23192
,organisation,Fondazione Luigi Guccione Italy,Fondazione Luigi Guccione Italy,,23193
,organisation,Efthita Greece,Efthita Greece,,23194
,organisation,NahZorg netherlands,NahZorg netherlands,,23195
,organisation,PARC Ireland,PARC Ireland,,23196
,organisation,PEVR Belgium,PEVR Belgium,,23197
,organisation,P(A)T -AP(A)T Spain,P(A)T -AP(A)T Spain,,23198
,organisation,Roadcross Switzerland,Roadcross Switzerland,,23199
,organisation,Roadpeace UK,Roadpeace UK,,23200
,organisation,Suat Ayoz Turkey,Suat Ayoz Turkey,,23201
,organisation,Udruga Croatia,Udruga Croatia,,23202
,organisation,VVS Netherlands,VVS Netherlands,,23203
,organisation,You are what u do Greece,You are what u do Greece,,23204
,organisation,YASA Lebanon,YASA Lebanon,,23205
,organisation,Zavod Varna Pot slovenia,Zavod Varna Pot slovenia,,23206
,organisation,Victimes et citoyens France,Victimes et citoyens France,,23207
,organisation,Droits de l'homme sans frontières/ Belgique,Droits de l'homme sans frontières/ Belgique,,23208
,organisation,Human Rights Without Frontiers/ South-East Asia,Human Rights Without Frontiers/ South-East Asia,,23209
,organisation,Human Rights Without Frontiers/ Nepal,Human Rights Without Frontiers/ Nepal,,23210
,organisation,Human Rights Without Frontiers/ Bhutan,Human Rights Without Frontiers/ Bhutan,,23211
,organisation,Women's Rights Without Frontiers,Women's Rights Without Frontiers,,23212
,organisation,Pro-Democracy Association/ Armenia,Pro-Democracy Association/ Armenia,,23213
,organisation,Institute for Peace and Democracy/ Azerbaijan,Institute for Peace and Democracy/ Azerbaijan,,23214
,organisation,Ligue des Sacrifices Volontaires pour les Droits de l'Homme/ DRC,Ligue des Sacrifices Volontaires pour les Droits de l'Homme/ DRC,,23215
,organisation,Human Rights Information and Documentation Center/ Georgia,Human Rights Information and Documentation Center/ Georgia,,23216
,organisation,Assyrian Aid Society/ Iraq,Assyrian Aid Society/ Iraq,,23217
,organisation,Life Fund for North Korean Refugees/ Japan,Life Fund for North Korean Refugees/ Japan,,23218
,organisation,Sova-Center/ Russia,Sova-Center/ Russia,,23219
,organisation,Korean Rehabilitation Center for Torture Victims and Families/ South K,Korean Rehabilitation Center for Torture Victims and Families/ South K,,23220
,organisation,444 Days/ South Korea,444 Days/ South Korea,,23221
,organisation,FOREF/ Austria,FOREF/ Austria,,23222
,organisation,Film directors' guild,Film directors' guild,,23223
,organisation,Dramatists/Screen writers' guild,Dramatists/Screen writers' guild,,23224
,organisation,Cameramen' guild,Cameramen' guild,,23225
,organisation,Film artists' guild,Film artists' guild,,23226
,organisation,Film composers and sound directors' guild,Film composers and sound directors' guild,,23227
,organisation,Film actors' guild,Film actors' guild,,23228
,organisation,Film editors' guild,Film editors' guild,,23229
,organisation,Film animators' guild,Film animators' guild,,23230
,organisation,Film critics' guild,Film critics' guild,,23231
,organisation,"Specialists in law, film management and technical staff's guild","Specialists in law, film management and technical staff's guild",,23232
,organisation,Pew Environment Group,Pew Environment Group,,23233
,organisation,Coalition for Fair Fisheries Arrangements - Coalition pour des Accords de Pêche Equitables,Coalition for Fair Fisheries Arrangements,,23234
,organisation,New Economics Foundation,new economics foundation,,23235
,organisation,The Fisheries Secretariat,The Fisheries Secretariat,,23236
,organisation,Coalition Clean Baltic,Coalition Clean Baltic,,23237
,organisation,Black Sea NGO Network,Black Sea NGO Network,,23238
,organisation,CAOPA,CAOPA,,23239
,organisation,CERAD international,CERAD international,,23240
,organisation,Danish Society for a Living Sea,Danish Society for a Living Sea,,23241
,organisation,Danish Society for Nature Conservation,Danish Society for Nature Conservation,,23242
,organisation,People Uniting and Generating Aid for Development,People Uniting and Generating Aid for Development,,23243
,organisation,Estonian Sportfishing Federation,Estonian Sportfishing Federation,,23244
,organisation,Ailerons,Ailerons,,23245
,organisation,Bloom Association,BLOOM Association,,23246
,organisation,Federation Francaise de Sports,Federation Francaise de Sports,,23247
,organisation,SOS GRAND BLUE,SOS GRAND BLUE,,23248
,organisation,Collectif Bar Européen,Collectif Bar Européen,,23249
,organisation,Réseau Cétacés,Réseau Cétacés,,23250
,organisation,Ligue pour la Protection des Oiseaux,Ligue pour la Protection des Oiseaux,,23251
,organisation,Souffleurs d'Ecume,Souffleurs d'Ecume,,23252
,organisation,Pro Wildlife,ProWildlife,,23253
,organisation,Society for the Conservation of Marine Mammals (GSM),Society for the Conservation of Marine Mammals (GSM),,23254
,organisation,Gesellschaft zur Rettung der Delphine,Gesellschaft zur Rettung der Delphine,,23255
,organisation,M.E.E.R.,M.E.E.R.,,23256
,organisation,Evangelischer Entwicklungsdienst - EED,Evangelischer Entwicklungsdienst - EED,,23257
,organisation,EuroNatur,EuroNatur,,23258
,organisation,Archipelagos,Archipelagos,,23259
,organisation,Iceland Nature Conservation Association,Iceland Nature Conservation Association,,23260
,organisation,Irish Wildlife Trust,Irish Wildlife Trust,,23261
,organisation,VHL,VHL,,23262
,organisation,Scubadive West,Scubadive West,,23263
,organisation,Irish Seal Sanctuary,Irish Seal Sanctuary,,23264
,organisation,Birdwatch Ireland,Birdwatch Ireland,,23265
,organisation,Coastwatch,Coastwatch,,23266
,organisation,Irish Islands,Irish Islands,,23267
,organisation,Irish Bass,Irish Bass,,23268
,organisation,Irish Kayak Angling Club,Irish Kayak Angling Club,,23269
,organisation,An Taisce,An Taisce,,23270
,organisation,Galway Atlantaquaria,Galway Atlantaquaria,,23271
,organisation,National Sea Life Centre Bray,National Sea Life Centre Bray,,23272
,organisation,Dingle Oceanworld,Dingle Oceanworld,,23273
,organisation,Liffeysound Radio,Liffeysound Radio,,23274
,organisation,North West Traditional Fishermen,North West Traditional Fishermen,,23275
,organisation,Smart Taxes,Smart Taxes,,23276
,organisation,CTS,CTS,,23277
,organisation,GreenLife,GreenLife,,23278
,organisation,Oceanus,Oceanus,,23279
,organisation,Latvian Anglers Association,Latvian Anglers Association,,23280
,organisation,Lithuanian Fund for Nature,Lithuanian Fund for Nature,,23281
,organisation,Nature Trust,Nature Trust,,23282
,organisation,Greenhouse,Greenhouse,,23283
,organisation,Kalipso,Kalipso,,23284
,organisation,North Sea Foundation,North Sea Foundation,,23285
,organisation,Our Earth Foundation,Our Earth Foundation,,23286
,organisation,Eko-Unia,Eko-Unia,,23287
,organisation,The Gowienica Rivers Association,The Gowienica Rivers Association,,23288
,organisation,Klub Gaja,Klub Gaja,,23289
,organisation,Fundacja Sprzatanie Świata-Polska,Fundacja Sprzatanie Świata-Polska,,23290
,organisation,Polish Ecological Club (PKE),Polish Ecological Club,,23291
,organisation,Fundacja Naszej Strony,Fundacja Naszej Strony,,23292
,organisation,APECE,APECE,,23293
,organisation,Liga para a Protecção da Natureza,Liga para a Proteccao da Natureza,,23294
,organisation,SCIAENA,SCIAENA,,23295
,organisation,CRAM,CRAM,,23296
,organisation,Fundacion Lonxanet,Fundacion Lonxanet,,23297
,organisation,Kenna EcoDiving,Kenna EcoDiving,,23298
,organisation,Probitec,Probitec,,23299
,organisation,Accionatura,Accionatura,,23300
,organisation,Mediterrania Centre d'Iniciatives Ecologiques,Mediterrania Centre d'Iniciatives Ecologiques,,23301
,organisation,"Ent, Environment and Management","Ent, Environment and Management",,23302
,organisation,IIDMA,IIDMA,,23303
,organisation,NEREO,NEREO,,23304
,organisation,Submarinistas en Accion,Submarinistas en Accion,,23305
,organisation,Iberian Biodiversity (IBBIO) Foundation,Iberian Biodiversity,,23306
,organisation,Observatori de deute en la Globalització,Observatori de deute en la Globalització,,23307
,organisation,Veterinarios sin Fronteras,Veterinarios sin Fronteras,,23308
,organisation,Xarxa de Custodia del Territori,Xarxa de Custodia del Territori,,23309
,organisation,Marefondum,Marefondum,,23310
,organisation,ADAMC,ADAMC,,23311
,organisation,Verdegaia,Verdegaia,,23312
,organisation,ACOIO,ACOIO,,23313
,organisation,Oceanográfica,Oceanográfica,,23314
,organisation,Swedish Elasmobranch Society,Swedish Elasmobranch Society,,23315
,organisation,NUTFA,NUTFA,,23316
,organisation,COAST,COAST,,23317
,organisation,Scottish Creelers and Divers,Scottish Creelers and Divers,,23318
,organisation,Coral Cay Conservation,Coral Cay Conservation,,23319
,organisation,Blue Ventures,Blue Ventures,,23320
,organisation,Earth Restoration Service,Earth Restoration Service,,23321
,organisation,Share the World's Resources,Share the World's Resources,,23322
,organisation,The Salmon and Trout Association,The Salmon and Trout Association,,23323
,organisation,Women's Environmental Network,Women's Environmental Network,,23324
,organisation,International Institute of Environment and Development,International Institute of Environment and Development,,23325
,organisation,Hastings Fishermen's Protection Society,Hastings Fishermen's Protection Society,,23326
,organisation,Kipperland / 40+ Fishing Boat Association,Kipperland / 40+ Fishing Boat Association,,23327
,organisation,The Gaia Foundation,The Gaia Foundation,,23328
,organisation,Marinet,Marinet,,23329
,organisation,Zoological Society of London,Zoological Society of London,,23330
,organisation,Sharklife Conservation Group,Sharklife Conservation Group,,23331
,organisation,ADEPEG-CPA,ADEPEG-CPA,,23332
,organisation,Terre Academy,Terre Academy,,23333
,organisation,Gas Pavia,Gas Pavia,,23334
,organisation,Fishing for Jobs,Fishing for Jobs,,23335
,organisation,"L’Ateneu Juvenil, Cultural i Naturalista de Girona","L’Ateneu Juvenil, Cultural i Naturalista de Girona",,23336
,organisation,O Glaros,O Glaros,,23337
,organisation,Fair Oceans,Fair Oceans,,23338
,organisation,Green Budget Europe,Green Budget Europe,,23339
,organisation,Frankie's Fish & Chips,Frankie's Fish & Chips,,23340
,organisation,Enalia Physis Environmental Research Centre,Enalia Physis Environmental Research Centre,,23341
,organisation,Din l-Art Helwa,Din l-Art Helwa,,23342
,organisation,Sustainable Fish City,Sustainable Fish City,,23343
,organisation,Royal Society of Wildlife Trusts,Royal Society of Wildlife Trusts,,23344
,organisation,Association “A l'écoute de l'Océan”,Association “A l'écoute de l'Océan”,,23345
,organisation,Asociación Plataforma “El Chorlitejo” para la defensa del Litoral del,Asociación Plataforma “El Chorlitejo” para la defensa del Litoral del,,23346
,organisation,Fundacja Zielony Instytut,Fundacja Zielony Instytut,,23347
,organisation,Federazione Italiana Pesca In Apnea,Federazione Italiana Pesca In Apnea,,23348
,organisation,Sustainable Inshore Fisheries Trust,Sustainable Inshore Fisheries Trust,,23349
,organisation,The Black Fish Foundation,The Black Fish Foundation,,23350
,organisation,Slow Food Germany,Slow Food Germany,,23351
,organisation,Verein für ein anthroposophisch erweitertes Heilwesen e.V.,Verein für ein anthroposophisch erweitertes Heilwesen e.V.,,23352
,organisation,VITA é SANA,VITA é SANA,,23353
,organisation,Foreningen till støtte for Antroposofisk Læge-Kunst,Foreningen till støtte for Antroposofisk Læge-Kunst,,23354
,organisation,Antroposofisen lääketieteen yhdistys ry.,Antroposofisen lääketieteen yhdistys ry.,,23355
,organisation,Association de Patients de la Médecine anthroposophique,Association de Patients de la Médecine anthroposophique,,23356
,organisation,"Gesundheit aktiv, anthroposophische Heilkunst e.V.","Gesundheit aktiv, anthroposophische Heilkunst e.V.",,23357
,organisation,Grös og listir – Félag um mannspekilækningar,Grös og listir – Félag um mannspekilækningar,,23358
,organisation,Associazione Italiana dei Pazienti della Medicina Antroposofica,Associazione Italiana dei Pazienti della Medicina Antroposofica,,23359
,organisation,"Antroposana, patiëntenvereniging voor antroposofische gezondheidszorg","Antroposana, patiëntenvereniging voor antroposofische gezondheidszorg",,23360
,organisation,Föreningen för Antroposofisk Läkekonst,Foreningen for Antroposofisk Lege Kunst,,23361
,organisation,antrosana Romania,antrosana Romania,,23362
,organisation,anthrosana en España,anthrosana en España,,23363
,organisation,Föreningen för Antroposofisk Läkekonst,Föreningen för Antroposofisk Läkekonst,,23364
,organisation,"anthrosana, Verein für anthroposophisch erweitertes Heilwesen","anthrosana, Verein für anthroposophisch erweitertes Heilwesen",,23365
,organisation,Patients and Friends of Anthroposophical Medicine,Patients and Friends of Anthroposophical Medicine,,23366
,organisation,Association des  Municipalités  de  Montagne  de Bulgarie,Association des  Municipalités  de  Montagne  de Bulgarie,,23367
,organisation,Asamblea de Extremadura,Asamblea de Extremadura,,23368
,organisation,Cabildo de Tenerife,Cabildo de Tenerife,,23369
,organisation,Gobierno de Aragón,Gobierno de Aragon,,23370
,organisation,Parlamento de Cantabria,Parlamento de Cantabria,,23371
,organisation,Parlamento de Navarra,Parlamento de Navarra,,23372
,organisation,Parlamento Euskadi,Parlamento Euskadi,,23373
,organisation,Association nationale de élus de montagne française,Association nationale de élus de montagne française,,23374
,organisation,Association nationale des maires de station de montagne française,Association nationale des maires de station de montagne française,,23375
,organisation,Département de la Lozère,Département de la Lozère,,23376
,organisation,Région Aquitaine,Région Aquitaine,,23377
,organisation,Région Auvergne,Région Auvergne,,23378
,organisation,Région Limousin,Région Limousin,,23379
,organisation,Région Midi Pyrénées,Région Midi Pyrénées,,23380
,organisation,Région Provence Alpes Cote d'Azur,Région Provence Alpes Cote d'Azur,,23381
,organisation,Région Rhône-Alpes,Région Rhône Alpes,,23382
,organisation,Ville de Chamonix,Ville de Chamonix,,23383
,organisation,Ville de Gap,Ville de Gap,,23384
,organisation,Municipalité du Ypati,Municipalité du Ypati,,23385
,organisation,Provincia Autonoma di Bolzano,Provincia autonoma de Bolzano,,23386
,organisation,Province Autonome de Trento,Provincia autonoma de Trento,,23387
,organisation,Provincia di Belluno,Provincia di Belluno,,23388
,organisation,Provincia di Bergamo,Provincia di Bergamo,,23389
,organisation,Provincia di Brescia,Provincia di Brescia,,23390
,organisation,Provincia di Vicenza,Provincia di Vicenza,,23391
,organisation,Région Autonome de la Vallée d'Aoste,Région Autonome de la Vallée d'Aoste,,23392
,organisation,Regione Lombardia,Regione Lombardia,,23393
,organisation,Association polonaise des élus de montagne,Association polonaise des élus de montagne,,23394
,organisation,Almodovar,Almodovar,,23395
,organisation,Arcos de Valdevez,Arcos de Valdevez,,23396
,organisation,Arganil,Arganil,,23397
,organisation,Belmonte,Belmonte,,23398
,organisation,Boticas,Boticas,,23399
,organisation,Carrazeda de Ansiães,Carrazeda de Ansiães,,23400
,organisation,Celorico de Bastos,Celorico de Bastos,,23401
,organisation,Chaves,Chaves,,23402
,organisation,Covilhã,Covilhã,,23403
,organisation,Figueiró dos Vinhos,Figueiró dos Vinhos,,23404
,organisation,Fornos de Algodres,Fornos de Algodres,,23405
,organisation,Fundão,Fundão,,23406
,organisation,Guarda,Guarda,,23407
,organisation,Lousã,Lousã,,23408
,organisation,Montalegre,Montalegre,,23409
,organisation,Nelas,Nelas,,23410
,organisation,Pampilhosa da Serra,Pampilhosa da Serra,,23411
,organisation,Pedrógão Grande,Pedrógão Grande,,23412
,organisation,Seia,Seia,,23413
,organisation,Bragança,Bragança,,23414
,organisation,Terras de Bouro,Terras de Bouro,,23415
,organisation,Vieira do Minho,Vieira do Minho,,23416
,organisation,Vila Nova de Poiares,Vila Nova de Poiares,,23417
,organisation,Vouzela,Vouzela,,23418
,organisation,Judet de Covasna,Judet de Covasna,,23419
,organisation,Commune de Slanic Moldova,Commune de Slanic Moldova,,23420
,organisation,Judert de Vrancea,Judert de Vrancea,,23421
,organisation,Association slovaque de sites montagneux,Association slovaque de sites montagneux,,23422
,organisation,AEROPERS,AEROPERS,,23423
,organisation,ALPL,ALPL,,23424
,organisation,ALPAB,ALPAB,,23425
,organisation,ALPA SL,ALPA SL,,23426
,organisation,APPLA,APPLA,,23427
,organisation,BALPA,BALPA,,23428
,organisation,BECA,BECA,,23429
,organisation,BULALPA,BULALPA,,23430
,organisation,CPAR,CPAR,,23431
,organisation,CROALPA,CROALPA,,23432
,organisation,CZALPA,CZALPA,,23433
,organisation,DALPA,DALPA,,23434
,organisation,ESTON ALPA,ESTON ALPA,,23435
,organisation,FIA,FIA,,23436
,organisation,FPA,FPA,,23437
,organisation,FYROM,FYROM,,23438
,organisation,GEORGIAN ALPA,GEORGIAN ALPA,,23439
,organisation,HALPA,HALPA,,23440
,organisation,HUNALPA,HUNALPA,,23441
,organisation,IALPA,IALPA,,23442
,organisation,LIT ALPA,LIT ALPA,,23443
,organisation,MALTA ALPA,MALTA ALPA,,23444
,organisation,MON ALPA,MON ALPA,,23445
,organisation,NF,NF,,23446
,organisation,PALPU,PALPU,,23447
,organisation,POLALPA,POLALPA,,23448
,organisation,PTUL,PTUL,,23449
,organisation,ROALPU,ROALPU,,23450
,organisation,SCA,SCA,,23451
,organisation,SEPLA,SEPLA,,23452
,organisation,SNPL,SNPL,,23453
,organisation,SPF,SPF,,23454
,organisation,TALPA,TALPA,,23455
,organisation,UALPA,UALPA,,23456
,organisation,VC,VC,,23457
,organisation,VNV,VNV,,23458
,organisation,AEDE,AEDE,,23459
,organisation,AICCRE,AICCRE,,23460
,organisation,CIFE,CIFE,,23461
,organisation,FICE,FICE,,23462
,organisation,ISTITUTO BACCARINI,ISTITUTO BACCARINI,,23463
,organisation,MFE,MFE,,23464
,organisation,UGEF,UGEF,,23465
,organisation,ACLI (CHRISTIAN ASSOCIATION OF ITALIAN WORKERS),ACLI,,23466
,organisation,AGCI,AGCI,,23467
,organisation,CGIL,CGIL,,23468
,organisation,UIL,UIL,,23469
,organisation,UGL,UGL,,23470
,organisation,CIDEC,CIDEC,,23471
,organisation,CONFCOMMERCIO,CONFCOMMERCIO,,23472
,organisation,CONFESERCENTI,CONFESERCENTI,,23473
,organisation,LECE,LECE,,23474
,organisation,LEGAUTONOMIE,LEGAUTONOMIE,,23475
,organisation,PD,PD,,23476
,organisation,API,API,,23477
,organisation,Federazione dei Verdi,Federazione dei Verdi,,23478
,organisation,Federazione dei Liberali,Federazione dei Liberali,,23479
,organisation,Partito dei comunisti italiani,Partito dei comunisti italiani,,23480
,organisation,MRE,MRE,,23481
,organisation,UDEUR,UDEUR,,23482
,organisation,ANDE,ANDE,,23483
,organisation,AUSE,AUSE,,23484
,organisation,CISS,CISS,,23485
,organisation,ANVGR,ANVGR,,23486
,organisation,AMI,AMI,,23487
,organisation,ANPI,ANPI,,23488
,organisation,AIACE,AIACE,,23489
,organisation,Age,AGE,,23490
,organisation,MCL,MCL,,23491
,organisation,A.P.C.,APC,,23492
,organisation,Collegio Agrotecnici,Collegio Agrotecnici,,23493
,organisation,Dansk Køleforening,Dansk Køleforening,,23494
,organisation,KVCA,KVCA,,23495
,organisation,KANCO,KANCO,,23496
,organisation,Constituency Aids Control Council,Constituency Aids Control Council,,23497
